,CPU,RAM,GPU,SSD,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,target
216,3,1,2,1,3,7,1,6,6,9,3,9,2,9,6,6,7,5,0,7,8,8,4,2,8,4,5,3,6,4,0
217,4,2,9,4,5,9,0,2,7,4,5,6,2,2,9,7,6,2,4,9,8,3,7,8,2,2,4,1,3,3,0
218,2,5,3,5,7,4,7,9,1,7,6,3,9,1,9,7,2,7,2,9,3,9,1,8,9,6,5,9,5,3,0
219,6,2,5,4,0,7,7,7,6,0,2,5,5,1,2,6,9,9,9,4,6,4,7,7,4,7,5,3,2,3,0
220,5,0,0,0,7,8,5,6,2,0,6,6,8,7,5,5,7,7,4,4,2,2,9,8,6,9,4,1,1,1,0
221,7,0,1,3,7,0,0,3,1,7,2,2,6,7,5,4,7,0,8,5,5,2,7,3,0,8,4,2,2,0,0
222,4,2,4,3,5,5,3,1,4,9,8,1,0,1,4,1,0,1,9,9,6,4,2,2,6,6,6,5,6,1,0
223,1,9,0,6,6,1,4,2,9,3,0,2,9,6,3,3,0,5,5,1,0,8,4,1,7,6,0,4,0,2,0
224,7,2,6,9,2,3,7,2,4,9,1,2,7,7,4,6,2,0,1,1,7,1,6,7,4,6,9,6,5,2,0
225,4,7,2,2,8,5,8,8,2,9,1,4,7,1,0,8,8,4,6,4,3,9,2,6,4,3,9,0,3,0,0
226,2,4,7,7,5,5,3,7,0,1,7,3,0,2,6,0,0,4,9,7,6,4,2,3,6,0,3,8,8,6,0
227,7,2,7,3,7,1,1,7,7,1,9,9,7,7,0,0,3,5,8,0,4,5,2,4,4,5,2,1,0,5,0
228,3,9,8,0,1,6,4,4,4,7,1,8,0,9,6,3,1,9,3,8,0,2,4,0,5,1,1,2,2,6,0
229,8,9,4,2,0,5,4,4,2,6,2,9,1,4,7,0,3,4,9,1,8,6,7,6,6,0,4,8,3,2,0
230,5,9,7,3,9,3,4,8,3,8,5,8,7,8,6,4,6,9,9,0,4,7,8,5,1,5,8,0,1,2,0
231,6,4,5,4,5,8,5,6,9,3,5,4,3,8,2,3,8,2,9,5,3,5,2,0,2,4,5,3,5,2,0
232,7,8,6,0,2,3,3,1,1,4,3,3,1,5,8,1,3,2,3,7,1,9,6,6,6,2,0,4,5,0,0
233,8,8,1,8,5,0,5,5,8,2,8,3,8,3,7,1,6,6,0,6,8,6,6,8,1,3,0,5,9,1,0
234,7,7,3,1,8,9,2,1,1,3,0,8,5,3,9,8,1,5,5,3,1,8,6,1,0,4,1,2,5,2,0
235,7,9,4,5,2,2,6,9,5,8,6,1,6,4,0,0,0,5,3,2,7,6,6,6,1,8,4,1,8,5,0
236,0,0,9,6,1,8,3,1,2,0,4,4,1,0,7,9,2,3,5,0,7,8,9,5,7,6,2,3,5,7,0
237,6,6,8,4,1,7,7,1,6,6,7,8,7,4,2,8,3,6,7,3,9,3,4,5,6,4,0,7,9,8,0
238,3,4,0,5,4,8,6,2,0,4,7,2,3,7,7,3,6,7,7,0,6,2,9,3,4,9,3,7,3,6,0
239,8,1,3,1,9,7,8,1,9,7,8,2,2,9,7,1,4,2,3,0,9,0,1,4,4,6,3,4,6,6,0
240,1,3,8,3,3,3,8,4,2,5,7,2,6,6,9,6,6,9,8,3,4,7,2,1,3,1,3,7,7,8,0
241,3,9,0,5,0,4,0,1,8,2,4,0,6,3,5,0,0,2,3,7,4,2,8,3,3,8,8,2,5,3,0
242,4,2,8,1,4,2,4,8,4,7,4,7,7,7,3,7,8,5,5,5,0,1,9,9,8,1,6,6,4,0,0
243,8,8,3,1,4,3,8,8,9,8,6,1,3,3,7,7,8,8,6,4,5,3,8,6,1,3,5,4,0,3,0
244,3,5,1,5,9,7,9,1,1,6,1,9,1,8,9,9,5,4,1,7,2,0,8,5,7,7,9,6,7,3,0
245,8,3,7,0,6,6,9,5,1,5,8,0,7,8,7,8,9,7,1,5,0,1,0,6,8,6,7,0,7,8,0
246,3,5,7,9,4,7,2,8,6,8,3,6,3,8,0,1,1,8,8,7,6,1,3,6,8,1,9,4,3,5,0
247,2,8,0,3,5,6,4,3,1,3,6,7,1,4,3,0,4,3,9,2,7,4,0,5,5,6,1,3,9,5,0
248,4,3,6,0,9,0,5,3,4,1,7,1,9,8,8,0,7,5,9,7,0,8,3,0,3,7,8,2,6,4,0
249,8,7,5,1,1,4,3,4,0,8,6,0,1,5,6,4,5,8,7,2,0,9,0,1,7,3,4,7,4,3,0
250,1,0,7,1,0,3,4,9,5,3,8,9,9,2,7,0,1,5,2,2,5,1,8,1,1,7,7,6,2,8,0
251,5,3,5,8,0,6,0,1,8,3,5,9,9,0,6,6,4,6,3,8,7,9,3,0,2,6,5,4,7,5,0
252,8,0,8,3,8,2,5,6,6,7,9,8,8,4,7,8,6,4,4,1,3,7,5,4,1,6,9,9,2,0,0
253,1,9,5,4,3,5,7,4,5,8,4,4,2,0,0,1,2,4,5,9,8,8,1,1,3,0,4,9,7,6,0
254,1,2,3,8,4,5,9,3,1,2,1,6,0,2,6,9,5,2,5,9,2,0,5,5,1,9,3,0,8,4,0
255,9,2,3,0,8,1,0,2,7,8,5,1,5,7,4,3,3,2,9,0,8,4,9,1,3,6,3,9,5,1,0
256,7,1,1,5,9,5,3,7,2,2,0,5,9,4,4,5,2,0,6,6,3,2,9,0,9,7,6,1,5,0,0
257,6,9,3,3,4,6,7,1,9,1,6,1,4,3,7,5,7,2,4,8,7,0,3,9,8,1,5,4,5,7,0
258,6,3,5,0,1,1,2,0,2,7,9,6,9,1,2,3,1,1,7,8,3,8,8,6,2,1,8,7,6,3,0
259,2,2,9,5,5,0,7,1,4,1,1,1,1,5,7,8,9,2,5,7,4,9,8,7,1,2,6,1,2,3,0
260,2,7,3,3,1,0,5,2,8,5,9,7,7,4,7,3,8,1,9,7,3,0,6,1,7,7,5,8,9,6,0
261,1,6,8,7,9,8,6,1,3,3,1,3,7,7,1,6,8,4,7,2,4,7,1,6,2,6,2,9,1,3,0
262,4,3,6,7,1,3,1,0,7,4,8,5,5,1,7,7,2,2,8,8,1,7,7,0,3,2,9,3,2,1,0
263,1,7,5,1,3,8,1,8,7,0,3,2,7,4,5,5,2,6,2,2,1,1,6,0,6,8,5,1,7,7,0
264,2,6,6,7,8,2,2,6,4,3,1,3,2,8,4,9,6,3,3,3,1,8,3,4,2,0,3,6,4,0,0
265,4,7,2,9,5,0,9,4,4,2,7,2,5,1,5,0,4,1,4,4,5,3,1,9,3,5,2,2,6,9,0
266,8,3,1,0,9,5,9,4,3,4,1,8,7,1,1,1,2,4,4,4,4,2,7,9,0,7,5,0,0,2,0
267,0,1,2,1,5,4,5,0,3,4,9,8,4,3,1,8,4,8,5,9,8,3,5,4,9,0,0,5,1,1,0
268,7,7,6,8,8,7,9,6,1,9,7,9,8,2,1,9,6,4,6,4,4,4,0,1,2,8,9,4,1,6,0
269,1,1,1,8,2,2,0,3,5,5,0,9,5,5,0,3,7,0,4,0,8,2,2,8,9,6,8,4,7,1,0
270,0,6,2,4,3,1,9,1,1,9,5,7,9,4,2,2,6,9,0,6,0,2,1,1,1,4,7,9,3,3,0
271,5,3,1,4,7,7,1,7,1,3,6,9,0,0,4,2,6,5,2,7,1,8,1,5,4,3,5,3,1,2,0
272,2,3,9,3,5,4,7,5,7,8,4,8,4,0,9,6,5,6,4,2,7,7,1,0,2,1,5,6,3,6,0
273,9,3,5,9,9,4,3,8,4,5,2,0,8,8,3,7,4,0,0,8,0,4,3,0,7,9,7,8,5,2,0
274,1,6,2,6,6,7,6,4,4,2,5,4,7,3,7,4,2,5,9,5,8,3,9,4,1,5,4,7,8,6,0
275,5,6,1,1,6,3,0,7,0,1,1,6,1,1,4,2,2,4,3,8,3,4,1,7,0,2,8,8,2,6,0
276,4,1,2,4,5,6,1,9,6,2,4,1,7,5,4,5,7,3,9,1,9,9,4,2,2,4,7,5,5,1,0
277,2,7,8,6,2,6,9,5,8,2,9,2,2,1,0,2,5,9,5,4,0,1,9,4,0,2,0,0,8,6,0
278,5,8,8,4,0,8,2,0,1,6,7,3,9,2,0,7,0,8,3,5,7,1,4,8,6,2,5,8,9,6,0
279,7,3,6,3,5,2,8,8,8,4,9,8,0,7,4,4,5,8,3,0,6,4,7,3,7,0,8,4,8,3,0
280,2,9,2,4,7,3,7,3,7,7,6,6,8,0,2,5,4,1,4,4,9,0,3,8,4,6,2,7,2,4,0
281,4,3,4,3,3,7,6,8,1,7,1,0,6,0,8,0,6,1,9,4,2,5,5,0,3,1,9,3,0,4,0
282,4,3,7,2,0,4,6,2,1,0,6,4,4,7,6,6,5,6,0,5,1,8,1,1,9,1,8,2,9,4,0
283,4,2,8,2,6,1,2,3,2,8,8,0,2,6,3,5,0,8,1,0,6,9,0,8,4,5,7,3,9,3,0
284,5,6,6,7,6,0,6,4,4,6,3,2,1,9,4,2,8,4,5,9,1,4,3,7,5,4,0,6,0,0,0
285,1,2,8,5,2,6,6,2,7,1,5,2,3,1,0,7,9,5,7,4,6,0,3,0,8,5,2,3,6,6,0
286,6,5,5,9,2,5,0,8,3,3,7,5,5,1,0,5,0,4,9,2,3,0,7,8,4,7,7,7,9,6,0
287,6,8,6,2,5,9,9,8,2,1,9,6,6,5,8,7,4,8,6,6,9,3,7,1,7,5,0,1,3,7,0
288,4,0,3,2,1,6,0,8,7,8,3,6,7,8,1,4,1,6,9,7,4,5,5,8,9,7,7,0,5,8,0
289,3,5,1,7,4,3,1,1,2,2,4,4,8,8,5,3,7,9,3,7,1,3,6,3,4,0,5,2,8,3,0
290,6,6,9,6,8,6,0,4,8,6,4,0,9,1,5,1,5,6,7,2,0,5,1,4,0,8,8,9,4,7,0
291,8,4,9,0,5,8,5,4,7,7,9,8,5,6,0,3,7,7,6,2,6,2,5,2,5,5,9,8,0,8,0
292,5,8,9,3,6,1,4,8,2,4,9,6,4,2,1,5,5,5,9,8,7,5,5,0,4,9,9,6,9,3,0
293,6,3,9,6,1,1,5,0,8,1,7,9,2,3,1,0,3,4,4,5,1,3,5,6,6,7,3,0,1,6,0
294,6,7,5,4,9,8,6,3,4,5,5,1,8,4,8,6,1,0,7,2,8,0,1,2,6,1,7,9,6,4,0
295,7,9,9,0,9,2,8,0,8,9,1,5,7,6,8,6,8,9,1,2,4,4,2,1,7,6,2,6,5,0,0
296,0,4,4,1,6,3,2,0,5,0,4,0,3,0,3,4,0,2,6,3,0,4,4,3,0,0,4,5,9,6,0
297,8,8,5,0,9,7,4,2,7,7,2,2,7,2,1,2,3,2,1,2,8,0,9,4,0,2,4,9,2,9,0
298,4,7,7,1,9,9,7,2,7,6,4,9,0,7,0,2,3,0,7,6,6,7,3,4,0,6,5,7,6,5,0
299,2,4,9,8,2,2,5,7,9,5,3,3,5,1,5,1,8,8,4,0,3,2,3,5,8,0,3,8,2,6,0
300,8,7,1,1,7,7,1,1,6,9,9,5,3,0,3,6,5,2,3,3,7,7,9,7,0,2,9,4,5,5,0
301,2,3,2,5,2,2,5,2,2,6,8,4,4,3,3,6,3,6,1,1,2,3,4,3,2,4,3,5,6,5,0
302,4,2,5,1,0,1,9,3,4,7,4,0,7,1,3,5,7,5,8,5,5,0,1,2,9,1,5,9,3,5,0
303,2,6,8,7,7,3,3,4,0,2,3,2,0,2,6,6,9,4,9,6,6,9,5,5,6,8,6,4,3,8,0
304,2,5,1,6,4,0,5,6,6,9,5,2,2,3,0,9,6,1,3,0,5,5,2,7,9,1,9,6,2,4,0
305,9,8,9,6,1,6,1,0,4,1,0,9,5,0,9,5,5,0,4,5,8,4,8,6,1,8,6,9,9,1,0
306,9,7,5,8,3,6,6,4,9,5,5,1,2,4,3,2,3,2,9,2,7,9,4,9,6,2,4,7,2,3,0
307,7,5,1,6,9,9,4,6,6,4,0,7,9,3,3,3,9,6,7,5,4,9,5,3,3,2,5,5,8,5,0
308,2,6,4,8,9,4,8,5,6,9,3,7,1,0,6,0,3,9,9,9,5,1,7,9,7,4,9,3,6,1,0
309,2,2,9,5,3,3,8,6,6,1,0,3,1,5,9,6,1,1,8,2,0,7,6,6,3,1,2,1,8,0,0
310,3,7,1,9,0,0,6,6,4,6,3,1,9,1,6,1,1,3,0,5,7,7,4,0,5,8,7,0,2,3,0
311,5,3,8,2,4,0,8,2,5,1,9,1,6,1,0,2,1,1,3,3,7,8,5,9,8,7,4,6,5,3,0
312,6,3,8,5,9,2,1,7,9,1,7,9,6,6,4,3,1,3,0,3,0,9,8,3,4,6,4,8,3,3,0
313,1,3,5,9,0,0,7,1,0,0,9,9,0,9,8,8,8,9,3,6,4,9,9,8,5,5,6,3,1,4,0
314,2,1,7,3,5,7,8,0,0,1,1,3,0,2,5,7,0,8,9,3,4,7,4,0,4,1,9,2,5,4,0
315,1,3,9,3,2,4,7,8,3,9,0,5,3,5,6,1,2,1,5,5,5,5,0,5,7,6,3,8,8,8,0
316,1,2,2,8,0,1,3,6,7,9,3,7,5,6,2,8,7,1,0,1,7,0,9,8,0,5,4,1,2,9,0
317,9,9,5,8,8,8,0,5,7,6,0,1,2,4,1,8,0,9,9,1,3,7,2,3,5,2,4,3,5,6,0
318,8,6,6,6,8,9,0,9,5,1,8,4,6,8,9,0,8,2,7,2,6,7,8,2,3,4,5,4,5,9,0
319,0,1,5,8,8,9,9,6,0,3,7,8,8,7,2,2,8,5,4,8,8,6,5,3,8,5,8,5,9,5,0
320,2,1,9,3,1,3,3,7,3,4,4,5,8,0,6,6,6,4,8,2,4,2,0,4,0,5,3,5,0,2,0
321,7,9,5,8,8,4,5,0,1,9,8,5,7,4,7,0,1,1,3,2,3,4,7,2,1,4,5,2,8,7,0
322,8,5,8,1,9,9,0,2,7,7,9,9,3,1,4,6,0,7,4,1,7,5,9,9,3,1,4,8,6,0,0
323,3,5,5,8,4,8,0,6,6,3,5,7,5,0,1,7,4,9,6,3,8,0,6,7,6,8,2,8,4,0,0
324,5,1,3,9,3,7,9,2,8,3,9,4,2,5,5,2,3,3,2,9,0,6,1,0,8,5,6,5,4,9,0
325,5,6,5,0,5,6,5,1,8,5,2,4,2,1,8,7,3,8,7,0,6,6,9,9,7,7,4,1,0,0,0
326,2,2,3,2,6,1,9,2,5,6,6,0,0,5,6,9,8,2,4,4,8,8,4,0,1,5,4,3,3,8,0
327,5,3,0,3,1,9,8,7,2,1,7,6,4,3,3,7,1,8,9,7,5,2,8,5,7,0,6,6,5,6,0
328,9,3,5,2,1,7,2,7,3,7,6,0,0,2,7,9,4,0,3,5,7,0,8,7,0,1,3,8,2,0,0
329,0,4,0,0,0,4,8,3,0,9,1,4,1,6,0,7,3,7,9,0,5,6,0,6,5,8,7,0,0,1,0
330,6,8,8,1,4,9,9,8,2,4,3,6,0,9,8,9,3,7,7,9,8,4,4,3,7,2,3,6,6,2,0
331,1,9,8,9,6,9,7,1,6,8,7,2,5,9,2,3,6,1,9,3,9,3,3,3,8,8,3,8,5,0,0
332,6,1,0,5,0,8,5,3,3,0,5,4,5,5,4,8,8,4,8,3,8,8,3,9,4,9,6,4,9,7,0
333,7,1,3,6,8,7,1,4,3,6,2,4,0,6,9,8,7,5,1,7,1,7,9,2,4,9,0,8,2,6,0
334,5,7,8,1,6,8,5,9,2,3,2,5,0,8,3,9,9,3,7,8,9,9,4,7,1,9,0,6,8,2,0
335,6,6,1,1,6,4,1,9,2,6,8,7,3,5,7,4,3,9,6,7,3,8,7,6,7,4,8,8,0,1,0
336,1,5,8,0,1,6,2,4,1,8,0,0,2,7,8,2,0,9,6,9,7,7,7,3,4,8,7,3,1,4,0
337,4,6,4,3,8,7,7,0,5,3,7,7,9,7,8,5,4,0,2,9,3,0,2,9,0,8,6,6,8,7,0
338,7,9,9,7,9,9,4,6,7,9,9,8,5,3,6,9,5,6,2,2,9,1,2,4,7,3,1,7,9,7,1
339,5,4,2,6,2,6,7,3,4,2,2,4,2,3,4,5,8,4,5,3,2,7,0,7,7,2,0,9,0,1,0
340,4,1,1,4,6,4,7,1,3,2,8,3,6,1,6,1,2,6,6,5,0,0,2,3,0,9,0,9,5,8,0
341,7,8,4,3,9,6,5,5,0,5,1,2,4,4,9,3,6,4,6,9,9,3,6,3,3,1,0,4,2,1,0
342,5,6,4,7,3,8,6,8,5,0,7,3,3,5,7,1,6,5,6,7,6,6,0,4,1,3,5,9,6,8,0
343,9,2,5,8,9,2,1,6,1,1,9,9,9,2,9,5,9,2,0,0,2,8,4,6,2,7,3,6,3,1,0
344,3,1,1,6,9,5,5,7,6,6,1,3,5,9,5,0,9,3,6,9,4,9,6,3,1,4,9,5,1,5,0
345,4,4,1,3,2,5,2,7,4,9,1,7,0,2,8,1,2,3,0,0,6,4,9,8,5,9,1,5,9,9,0
346,2,9,7,8,8,4,7,7,4,0,5,5,5,5,4,5,9,0,9,9,0,2,5,8,7,3,4,1,9,1,0
347,7,5,9,1,3,3,4,0,5,5,0,1,6,4,5,9,2,1,6,1,5,7,0,6,1,2,2,5,3,7,0
348,0,8,7,3,1,6,0,2,1,5,0,6,4,3,4,2,2,7,8,7,4,1,2,3,9,8,8,8,8,0,0
349,4,1,3,1,9,7,3,3,9,1,0,4,1,4,9,4,7,8,0,4,9,4,4,5,7,2,3,0,4,2,0
350,6,2,4,8,5,3,2,5,2,1,6,2,0,1,8,6,6,6,9,8,3,9,5,1,6,0,0,3,7,5,0
351,6,9,5,0,8,5,5,5,2,8,0,4,0,9,5,8,2,9,6,6,4,2,3,3,8,4,3,6,1,1,0
352,0,6,3,3,3,7,5,0,3,0,3,1,6,3,6,1,5,3,6,8,5,3,3,8,6,5,1,2,5,8,0
353,5,4,0,2,0,3,6,1,8,1,1,2,5,6,2,0,8,2,9,2,6,8,9,0,2,4,7,5,4,3,0
354,8,3,1,8,9,3,0,2,4,2,2,1,9,7,4,5,9,7,7,0,4,2,0,1,2,9,0,7,6,0,0
355,0,0,1,9,7,3,5,4,2,2,5,2,3,9,6,9,7,2,4,0,6,6,4,7,0,3,6,5,9,3,0
356,3,5,8,2,1,2,7,4,3,9,4,2,6,7,0,1,4,9,3,5,2,8,5,8,7,4,3,6,8,7,0
357,3,9,4,6,4,2,7,8,8,5,1,1,4,0,7,5,2,3,2,1,7,7,6,9,5,2,4,6,6,6,0
358,7,8,5,0,8,2,3,3,3,0,1,2,5,8,8,6,8,9,8,8,3,6,2,4,6,6,4,7,5,4,0
359,6,9,7,0,3,9,2,2,7,5,9,9,3,3,7,8,0,4,4,3,0,6,4,7,4,5,8,4,1,9,0
360,9,9,2,2,8,9,6,7,4,0,1,1,3,4,6,6,6,1,2,9,0,6,2,5,5,1,5,5,5,1,0
361,9,1,6,3,4,5,9,8,3,2,6,6,1,8,2,1,4,3,5,6,5,8,4,9,1,1,7,5,1,5,0
362,5,7,6,7,6,2,8,1,1,4,2,0,1,2,8,8,2,1,5,8,0,4,9,3,4,9,4,3,5,9,0
363,9,4,7,9,6,1,3,4,6,8,8,5,4,1,7,5,3,5,4,0,7,5,2,6,1,7,7,8,0,5,0
364,5,6,6,1,8,0,6,0,5,4,6,3,4,7,8,5,3,9,5,4,0,0,2,6,6,1,5,1,7,8,0
365,6,8,7,2,2,3,2,2,2,2,7,1,7,7,5,7,4,2,8,8,6,2,6,4,9,2,8,2,7,2,0
366,3,5,6,5,8,2,1,1,2,3,7,4,2,9,3,0,7,2,1,7,3,4,2,0,7,7,0,3,6,7,0
367,5,2,0,0,3,2,9,5,7,3,0,4,5,5,2,4,0,0,6,4,3,0,3,3,7,1,0,9,9,1,0
368,0,1,1,4,8,0,0,7,7,4,2,9,0,3,3,9,1,1,7,4,8,1,0,7,8,8,6,8,6,3,0
369,0,1,2,0,4,6,7,0,5,3,7,2,4,1,1,2,1,6,6,3,6,3,6,9,8,6,4,3,0,8,0
370,2,5,5,3,9,5,2,2,0,3,8,5,7,3,3,9,4,7,9,0,9,3,3,2,4,4,6,0,1,1,0
371,3,9,5,1,6,7,5,8,8,7,7,8,3,4,5,4,8,7,7,3,7,9,0,4,3,5,4,7,6,1,0
372,2,8,7,1,1,7,0,3,6,8,4,9,5,5,5,8,6,9,0,2,8,9,7,6,0,1,8,9,3,9,0
373,6,6,8,6,4,0,1,6,0,1,4,4,4,0,1,5,0,1,8,8,2,2,1,0,7,6,6,0,8,6,0
374,4,0,7,0,1,0,6,4,9,8,8,0,9,0,9,4,2,8,5,8,3,2,3,1,7,8,3,9,6,7,0
375,9,3,1,9,6,3,6,2,0,4,0,9,2,6,1,7,9,2,2,0,0,0,3,3,1,6,5,8,0,5,0
376,2,0,7,0,9,2,2,4,4,3,2,2,4,0,5,1,5,5,4,8,1,8,1,6,8,9,9,5,9,3,0
377,0,2,5,1,9,1,3,3,7,8,4,3,0,2,2,2,0,9,5,3,6,0,1,2,1,4,3,8,9,5,0
378,0,0,6,9,6,8,3,9,8,6,4,0,8,4,5,7,9,6,4,3,4,7,7,0,0,3,5,5,9,4,0
379,0,4,7,6,1,5,5,7,5,0,6,7,5,9,1,1,5,7,3,3,4,0,7,2,1,3,0,0,9,4,0
380,1,8,4,5,3,8,9,7,9,3,5,5,9,5,0,4,4,7,9,4,7,4,7,3,1,1,3,7,2,3,0
381,0,5,0,0,0,8,4,1,7,1,7,3,4,9,7,9,2,2,0,2,6,4,2,9,3,5,8,8,2,4,0
382,0,6,7,0,3,6,7,0,6,9,2,8,0,3,3,9,3,8,2,3,8,7,6,8,1,8,0,1,1,8,0
383,4,4,9,8,5,6,3,0,5,5,8,0,3,5,2,8,1,6,3,3,0,1,7,1,4,0,4,0,7,9,0
384,4,1,4,3,2,7,7,9,6,8,3,9,6,1,8,9,4,6,9,9,0,7,3,9,2,4,4,8,3,3,0
385,3,9,1,3,1,7,0,6,3,6,3,0,3,4,5,6,1,9,0,0,2,9,4,6,6,4,9,5,4,3,0
386,9,1,2,6,5,0,2,6,0,7,6,0,5,7,5,5,8,5,8,4,7,3,2,4,1,3,2,1,5,3,0
387,3,7,5,0,9,7,9,9,5,6,8,6,3,7,4,1,7,4,6,7,2,9,2,6,3,8,9,7,4,4,0
388,0,2,3,1,3,3,1,5,5,1,0,7,2,7,3,0,5,6,9,0,4,9,2,6,4,5,4,7,4,1,0
389,0,4,4,3,7,8,7,4,7,5,8,2,1,7,9,0,0,9,8,3,0,6,9,8,7,7,9,5,8,2,0
390,9,1,8,4,1,8,2,7,5,3,9,5,0,7,6,5,3,3,8,7,0,1,6,5,0,3,7,2,1,8,0
391,0,5,9,4,1,2,3,1,0,7,3,8,5,9,6,5,9,2,0,0,5,2,0,0,7,1,3,5,6,6,0
392,5,9,5,1,6,3,6,2,4,5,4,3,7,3,4,4,3,7,4,4,7,0,2,9,0,6,8,1,1,1,0
393,7,3,8,1,6,8,9,8,5,2,6,2,2,7,2,1,0,3,7,7,4,6,1,6,8,4,5,4,2,3,0
394,2,4,1,9,6,5,8,7,2,1,7,6,6,2,3,3,3,6,1,3,8,5,9,9,8,9,1,1,6,9,0
395,6,4,2,8,1,5,5,6,6,0,0,8,7,3,6,3,1,0,4,3,1,3,4,8,9,7,4,1,8,5,0
396,3,8,3,2,8,3,1,4,2,7,9,2,1,6,0,0,8,3,1,3,8,0,9,4,1,2,4,5,2,5,0
397,4,6,2,9,5,0,6,7,0,6,2,3,8,4,0,7,5,4,1,1,6,1,7,7,1,0,1,2,4,8,0
398,0,5,1,3,9,1,9,6,9,0,9,9,4,1,4,9,7,2,4,3,2,7,9,9,2,5,5,2,0,9,0
399,7,8,8,2,5,0,2,7,0,8,3,9,2,0,7,8,8,3,0,1,5,3,8,5,0,5,5,0,0,6,0
400,0,2,4,2,9,7,2,9,5,5,4,8,9,5,4,2,2,4,4,8,6,4,1,7,0,0,7,4,0,1,0
401,8,9,4,6,6,7,0,7,2,8,2,9,0,9,6,6,7,8,8,6,5,3,1,1,4,8,1,7,0,5,0
402,1,9,6,7,9,0,6,5,9,0,0,2,2,8,3,8,7,3,1,5,6,6,5,3,3,7,9,4,5,9,0
403,1,0,5,3,5,9,2,3,9,6,2,9,1,6,2,3,9,7,5,8,1,1,1,6,5,9,1,2,7,3,0
404,9,0,5,3,2,5,8,3,3,8,9,7,5,8,2,8,6,6,3,8,9,4,8,7,4,1,8,1,6,8,0
405,7,7,6,6,9,4,7,2,3,6,3,5,0,0,0,5,0,2,9,2,9,6,6,7,8,8,8,2,4,8,0
406,2,3,1,2,9,8,1,3,4,2,8,8,7,0,0,0,4,2,7,5,3,6,7,2,0,2,7,0,0,5,0
407,7,2,3,6,4,6,0,7,7,5,3,2,8,4,0,4,3,2,5,6,5,0,8,4,3,1,7,1,3,7,0
408,0,4,0,4,7,5,7,6,6,7,5,7,3,0,6,1,9,4,8,6,5,9,8,0,1,3,0,3,9,7,0
409,1,1,4,3,8,8,4,8,3,1,0,5,5,0,6,6,9,5,9,2,5,1,3,0,9,8,7,6,9,1,0
410,3,0,5,6,4,8,1,5,2,2,0,4,5,7,5,2,8,7,6,7,6,8,5,6,1,2,9,4,3,4,0
411,1,6,6,6,3,4,5,8,6,3,7,4,2,7,8,1,6,2,3,5,4,8,0,8,6,9,6,7,9,0,0
412,8,2,6,4,5,7,6,3,3,9,3,0,5,4,0,0,7,5,7,2,7,7,1,6,6,5,3,9,5,9,0
413,7,5,1,5,1,9,7,0,0,7,8,2,1,4,6,8,5,7,9,2,5,2,6,0,0,7,9,4,5,9,0
414,6,4,5,7,0,2,2,3,8,0,8,2,5,8,6,5,2,9,6,6,7,8,5,0,2,1,7,2,3,0,0
415,6,9,9,6,1,3,9,0,2,5,5,6,3,9,1,6,6,4,8,3,8,1,9,0,4,8,0,9,4,6,0
416,8,3,1,5,6,9,4,7,7,4,6,0,6,6,8,5,3,5,9,8,1,6,3,8,6,4,6,8,0,2,0
417,0,8,3,8,1,6,8,1,2,7,6,5,9,5,8,9,8,6,2,7,0,7,6,0,0,1,8,4,3,0,0
418,2,5,6,1,9,2,3,2,1,8,3,4,8,5,3,0,8,4,2,8,7,0,5,6,1,5,4,5,7,3,0
419,2,9,6,9,0,6,4,5,9,4,3,5,3,3,7,9,0,1,3,1,0,1,8,1,0,1,7,9,0,4,0
420,5,6,5,5,1,0,6,4,4,9,0,8,2,7,0,5,7,9,5,3,0,1,4,9,4,1,7,8,4,7,0
421,1,5,2,5,5,1,6,4,7,9,5,6,0,1,1,5,0,6,2,3,2,8,9,4,3,3,9,2,7,7,0
422,6,7,1,8,4,7,7,1,3,3,9,7,8,0,8,2,8,0,7,3,4,5,1,0,2,1,0,4,0,3,0
423,7,2,7,3,7,8,7,8,6,6,6,3,8,9,8,9,2,6,9,1,5,9,7,4,6,5,1,4,7,2,0
424,5,1,6,8,6,6,6,9,1,8,7,9,1,9,2,8,0,2,1,3,4,7,4,3,9,2,6,1,1,7,0
425,6,8,0,0,1,8,0,6,2,7,3,9,2,2,8,8,9,2,0,4,8,4,5,8,9,3,7,4,8,6,0
426,5,6,5,0,5,4,2,8,0,4,9,1,7,4,8,2,9,0,9,6,5,9,7,2,8,1,7,3,2,2,0
427,8,5,9,5,9,8,7,1,9,5,6,5,9,7,7,5,5,3,3,6,7,7,8,7,1,2,8,6,1,2,0
428,3,5,7,5,9,9,2,3,0,9,5,8,4,7,2,9,5,7,3,9,4,3,4,4,6,2,2,8,3,9,0
429,4,8,5,3,8,8,1,3,3,4,6,8,8,9,9,6,8,8,1,4,6,2,4,8,9,8,5,9,4,2,0
430,5,2,3,2,1,3,3,9,1,1,8,6,5,1,3,1,6,0,0,2,6,5,5,3,3,8,5,0,3,0,0
431,7,3,0,8,9,7,5,7,8,7,4,5,1,8,7,3,6,3,4,0,9,7,1,9,1,9,0,2,7,0,0
432,0,1,8,4,7,6,5,9,1,1,9,4,9,1,1,7,5,3,5,9,7,3,0,2,6,8,6,6,1,1,0
